recommendationid,appid,input_text,positive_topics,negative_topics,labels
78652078,553820,good game,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163800058,2116690,"Lovely little arcade-like shooter. A catchy soundtrack, responsive controls, tight graphics, proper enemy telecasting, but most of all: very diverse playable ships. I found that most (if not all) of the ships have very distinct playstyles- some make you play aggressive, some make you stay on a distance, others make you play the game as a bullet hell. Very impressive design. Also, there are leaderboards! Oh, you're worried that certain ships will dominate the leaderboards? Lucky you! Each ship has its own leaderboard. Achievements are very doable, ships aren't too hard to unlock, and the UI is chef's kiss. If you're looking for a couple of hours of a good time, this game is well worth the price!","[""gameplay"", ""controls"", ""graphics"", ""content"", ""ui_ux"", ""value""]",[],"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201413652,1222690,"Inquisition is a labor of love, and it shows. However.... I have so many gripes with this game that i'm litterally grinding my teeth about it. The begining of this game took 15 hours longer than it should have, by the sole fact that the EA store app has forced its way to be a REQUIREMENT to play the game, and as with everything EA touches, it is a massive pile of shit. Over at LEAST 70 crashes total. Corrupted save files. Infinite loading screens. Skipped dialog. Missing Essential NPCs. the list could go on for hours. Then we get to the gameplay. Holy shit. WHY AM I ONLY ABLE TO HAVE 8 ABILITIES?! one of my favorite aspects of the last two games (besides the story and allies) was my ability to mix and match my spells to be extremely dynamic. instead im forced to choose 8 favorites instead of building combos out of spell interactions and ability clashes. because of this, i slowly came to hate playing my build due to the strictness of allowed abilities. speaking of being dynamicly lacking! the camera oh my GODDD. the first two games had a better camera and they came out nearly a decade before. i know that with making maps more vertical you have to change how the camera works, but i cant belive how clunky it is. and verticality? inquisition, i know your happy with yourselves for introduciing a jump button, but you really REALLY arent a platformer, stop trying to be a platformer, it makes me want to tear out my eyeballs. if i have to turn the camera around to make my character walk in a direction and youre wanting me to balance on a beam and then hop on an uneven surface that will make my inquisitor glitch halfway into the floor, all to find out that the chest at the end of the room only has a common hat and a chantry candle stub, it makes me want to throw my PC into a river. on the topic of story, there were a lot of beats i liked, some that made me stew in rage, but overall i liked the inquisitors arc. the villains are unbeliveably dumb and mustache twirly tho. I'm not the best at reviewing stories, but in the end, a lot about the lore developments didnt sit right with me. especially with how they handled the Qunari. the best part of this game for me has to be the characters, i love the main cast. their characters are endlessly charming, especially when the bicker like Varric and Cassandra. The romance was fun, but i feel like they fell a bit flat. To conclude. Good game with too many hang ups for me to fully recommend to newcomers to the series. if you want to get into dragon age, don not start with this one. start with origins. i know its rough going back to older games, but its worth it.","[""story"", ""ui_ux""]","[""bugs"", ""performance"", ""gameplay"", ""controls"", ""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
105747212,1047180,"Buildings! Short, medium, and tall. One moment, your lance is leisurely crossing a street with no enemies in sight or even in radar contact. The next moment, enemy 'Mechs are firing atop or behind buildings! I think that in one particular mission, the enemy commander was even singing to me -- ""Why do 'Mechs suddenly appear, every time you are near....cause just like me, they long to be, blasting you."" But that was not all. That commander was likely laughing as I repeatedly missed hitting one of his lance mates that was firing from atop a building. However, I had the last laugh. All my missed shots hit the building instead. It collapsed (yes, the buildings can be destroyed!). So down went the unlucky 'Mech. The fall damage destroyed one leg and seriously damaged the other. But since excess leg damage transfer to a shoulder, there was damage there too. To add insult to injury, I destroyed the building in front of the enemy Catapult that was firing non-stop. So I was the one singing later, along that beach drinking song's tune (no shirt, no shoes, no problem song) -- ""No building, no cover, no problem!"" So here are the pros and cons of this DLC, based on the above and other experiences I have so far: Pros-- - new biome (urban city) - some new 'Mechs - some new equipment - if price is a non-issue, this DLC is fun even at full price Cons-- - for many, probably not worth the full price, so just wait until it goes on sale - really the urban setting is the best part of this DLC, with the destructible buildings and being able to expand your tactics because of it - some environmental effects could have been added, like the sound of traffic and stuff - understandable but not quite realistic that the hustle and bustle of the city suddenly totally stops just because your team went stomping in, with some passing civilian vehicle or two possibly enhancing the experience of possible civilians being in harm's way In conclusion: - this DLC is worth getting - the urban setting biome alone is worth it since it is quite the departure from lonely biomes in the standard game - though not realistic, it is understandable why the city suddenly feels like it is frozen in time, since the software developers made all buildings destructible and any additional detail would likely have slowed the game","[""content"", ""gameplay"", ""monetization"", ""value""]","[""value""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
44480223,915440,"Amazing Game! So Far In My Playthrough I Have experiences Awesome Graphics, a catchy story and much more! I Love this game alot :) I Recommend This Game 110%. Thanks For Reading This :D","[""graphics"", ""story"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201965958,294860,good time,"[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12469458,277732,"This engine looks very nice, however the sounds are quite horrible. It uses the default sounds from the Gevo on Cajon Pass. I would advise waiting until it is on sale and I regret buying it full price to be fully honest.","[""graphics""]","[""audio"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
35090283,457086,Nicely done dlc. An attached manual for this aircraft would be great.,"[""content""]","[""ui_ux""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202115087,1171690,One of the most beautiful games I've played. Amazing character and background designs. Reminds me of comic books I used to love when I was younger.,"[""graphics"", ""story""]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202708862,1671570,I love it!! I really looked forward to playing this game to learn more about the plants we usually ignore or even remove from our gardens. I love that there is a language button so I can learn all of the dutch names as well!,"[""content"", ""localization""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201469544,1282100,"Grab a couple friends, and enjoy the next two hundred hours. It's just one of those games that's amazing with friends to play, but pretty average without.","[""multiplayer"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199238872,1031020,"The most unhinged and unserious game I've ever played in my entire life. I played it drunk with my girlfriend and it's the most fun I've had in years! Also, I love my autistic babygirl Ichinose. My favourite flower, I will always pick him <3","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201652188,1100140,hina kagiyama spining,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72452195,823840,"This game is amazing. With this game you can develop yourself, have fun and make mind cimlastik. The game visuals are simply perfect, The game is very quick. I would definitely recommend.","[""gameplay"", ""graphics""]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87018440,987880,I wasted money on a game i wasn't even into like this one. But the devs of this game are happy cause they got paid for my foolishness of buying something i know i will never play .,[],"[""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
203232061,3320980,"Basically Factorio in a hex grid. But ... early game. No blueprints, no circuit networks, no trains. If you like Factorio and want a 60 hour diversion, this game is a good investment. Note this review is from 8/30/25, the game is pretty new and will change/ Pros: - I like the research: Provide the right ingredients, and research happens. No need to pick the tech. - I like the factories. Provide the needed ingredients, and it will make the thing. No need to pick the recipe. - I like the idea of 6 planes of existence, each which only has 3 of the 6 available elements. This forces adjustment in each plane as options change. - Having power ""cables"" that can't go underground (at first) forces you to rethink how to wire belts and power. - The overarching idea of entropy entering the planes of existence works. - Magic as a way to provide instant power for early game is a nice shortcut. - While still early, the game never crashed despite several updates. Cons (these are early game issues that will likely be fixed!): - I never could find the Air plane. Maybe it doesn't exist yet? So ... only 5 planes of existence? - When you reload, the gates are reset (no longer open), and random entropy shows up that wasn't there before. I expect these issue will get fixed, but they were annoying. - Entropy and rifts are generally annoying. Early on, you can't close them. So, if they appear in a critical part of your base (they can appear _anywhere_!), you are screwed. Relocate and deal with it! - A spell to clear away entropy also picks up items on belts and puts them in your inventory??? WTH? Why do I want to grab random items while clearly entropy??? This spell changed twice with updates as I played, so I guess it is being tweaked? - The end game goal of building 1000 'things"" for each element isn't fun. 1000 is too much, make it 250. Also, give some way of tracking progress so you don't have to go to the gate to see how close you are. And ... why does the gate go past 1000 if you give it more stuff? If there is no point to going past 1000, stop there! - This game needs a wiki! Like ... what is a ""chasm?"" The game said wind power is better with them ... but I have no idea what they are. Not being able to find the air plane might be related, but I can't tell. And ... how many items per second do belts carry? That would be nice to know.","[""bugs"", ""gameplay"", ""value""]","[""bugs"", ""content"", ""difficulty_balance"", ""ui_ux""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
91793031,1414770,Best rogue lite hex based turn based strategy deck builder with armadillos I've ever played!,"[""gameplay"", ""replayability"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93178126,1626680,yeahhh!! surgeball i love surgeball!!!! suuuurrrrrge gaaaaang!!!!,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76684760,1242757,Is that the Shiny Red Balloon from Terraria!?,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202727299,3424900,"An unusual experience, I wanted to teach my student magic, but ended up teaching her a lesson in different sexual positions",[],"[""other""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
30205447,521200,Awesome! Way better than a lot of paid games I've played in Steam,"[""value"", ""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202029470,1284190,"I’m not hugely into sci-fi but I enjoyed Planet Crafter as a mostly chill base-building experience. It’s like Subnautica, but with a smaller zone to explore. (Also, the fish don’t want to kill you in this game.) I wish the environmental storytelling about the previous planet crafters had gone deeper, but still enjoyed my playthrough.","[""gameplay"", ""value""]","[""story""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
123366413,2090450,"A pretty difficult game that doesn't overstay it's welcome. Excellent music, simple yet fascinating visuals, and even comes with bonus content for when you beat the game. Worth a play for sure, dev even responds to feedback. Recommended.","[""audio"", ""graphics"", ""content"", ""updates_support"", ""value""]","[""difficulty_balance""]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203162040,1489630,"Amazing as hell game, so many fun aspects to it highly recommend it for anyone who loves a bit of strategy and logistics.","[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39391069,490250,"Out of all the VR games out there this is one of my favorites, the snapping can be a pain sometimes to get used too but once you do, it really is amazing. Ive spent many hours relaxing and poutting tons of detail into layouts, so much sop i normally lag the game into reprojection. Unlike other VR games with not much real application, or another wave shooter, this one really sucks anyone in. If you are like me go and buy this game right now, and you will get the full v alue out of this game.","[""gameplay"", ""value""]","[""controls"", ""performance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
82618065,1450240,"Absolute gem, very entertaining and fun to play. Devs are EXTREMELY reactives (I reported a bug, it have been patched just few hours later oO). Looooove it ! <3","[""gameplay"", ""updates_support""]","[""bugs""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14405501,323260,"Let's just say it's an average match-3, with some mini games, like hidden objects. But it isn't fun, not very beautifull and the music is awful.",[],"[""gameplay"", ""graphics"", ""audio""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203068305,1684930,"I just realized I never wrote a review for this game, CULTIC is probably THE best example I've ever seen of a ""modern"" boomer shooter. It takes inspiration from BLOOD, DOOM, and Early Resident Evil titles in such a fantastic way. The cultists and creatures you fight are all designed really well and bounce off eachother leading to a great gameplay loop in firefights that reminds me of the best of this genre has to offer. Story is there and pretty good, absolutely love the vibes and feeling the game gives you. Your ascension from some random detective the cultists threw in a hole to rot, to a massive existential threat to their plans feels amazing to read the notes and other story elements as you blast your way through their operation is great.","[""gameplay"", ""story""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97700308,1594340,"Last Village - indie game in which your task - to repel the alien invaders. To do this, you have to go through abandoned houses and buildings, bypass traps and look for key items.","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202534332,1062090,"I am kind of at a loss as to whether or not to recommend this game. Don't get me wrong it's fun to play, but only the easiest beginning mechanics have a tutorial. Nothing on how to work in a 2nd village when you have to expand beyond the boundaries of the first for materials. This would be EXTREMELY helpful to some of us. Assuming you don't find that too complicated or, too much work. You show all this amazing stuff, but don't show how the heck to actually use it. So I guess currently No I don't recommend it. On top of that, lately with every damn update I have to uninstall the game JUST to get it to update properly. Think up could put out an update that actually installs properly without causing issues. I mean it shouldn't take 2 days for a game to STILL NOT be updated. Then UNINSTALLED, reinstalled to be played just fine, EXACTLY where it was before. Game Problem, not a me problem.","[""gameplay""]","[""ui_ux"", ""updates_support""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
18742024,408600,Can't go wrong with free! Love this game. Love these devs. Hate the forces of good.,"[""value"", ""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77190195,1082250,"One of the first games I played on my Vive when I got it in FEB 2016. Really scratched the itch for a lonely dungeon adventure. As one of my first VR experiences it really blew me away. It's not a long game, and it's not a game you play for the graphics, but the adventure is really cool and a great VR experience.","[""gameplay""]","[""graphics"", ""content""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39394954,654700,"when i open up the game it's just black out and i see nothing pop up,it seem to be really fun to play,who know how to fix?","[""gameplay""]","[""bugs"", ""performance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
161342551,2178410,"20 mins in and out turned into 3 hours of pain and suffering. It's possible to beat the game. But it's pretty unforgiving platformer, the levels are very hard, and the traps are very troll-ish. And the control is very janky and annoying. And there are too little check points considering how hard these levels are. And the achievements doesn't work even if you finished the levels or not, or you get 3 stars or not. So if you're a achievement hunter, better avoid this. The adult contents are alright, look just like it rip right out of Koikatsu. If you don't want to lose your sanity and your lunch money, I suggest trying out Pixiv or any Koikatsu communities, you can find tons of similar animation there. Better put your money else where worth it. The fact that I decided it's a good idea to finish this game really shows the current state of my mental health.",[],"[""difficulty_balance"", ""controls"", ""bugs"", ""value"", ""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
15424236,350460,Free DLC if you supported early access o.o +1,"[""monetization"", ""updates_support"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29280476,340720,"First things first: This is a thumbs up because the game does nothing really wrong - it also isn't great at anything. Consider it a 51%, it passes base. That aside, this is a generic, derivative time management game, with very mediocre visuals and a completely forgetable (and thankfully skipable) story. The attempts at humour were on the childish side for me, but the voice over was actually competent, a surprise for a game of this budget. The music and sound design are also competent, as in: repetitive but not horrible. As for the customization of the protagonists, it consists of hats and skins that you get as rewards, so... meh? On the positive side: No bugs or crashes. This will likely run on a potato. Gameplay-wise, I found it way too easy for my tastes and very light on strategy. The level design is, you guessed it, competent enough, but not really interesting. It took no effort at all to finish all levels with gold stars, so if you're looking for something relaxing, this will maybe work for you. A little bit of planning and strategy will also allow you to beat most developers' times - which by the way is only necessary once for the achievement, making this an easy game to 100%. All in all, it's alright, I guess. Competent enough is not a great recommendation I realize, but it's not a bad game for casual time management fans. Just wait for a sale.","[""audio"", ""bugs"", ""performance""]","[""content"", ""difficulty_balance"", ""gameplay"", ""graphics"", ""story""]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
78600474,1432650,"This is a good game that doesn't shy from using plenty of fanservice style frosting to hold the story together. In the short time I played this game, it had plenty of humor and fourth wall breaks. The short recap was a nice touch for players who haven't bought and played ""Max's Big Bust."" Pros: * Gameplay mechanics that add to the story. * Transformations. (Furries, Bigger Busts, MtF, and FtM) * Anthropomorphic characters. * Game developer actually responds to discussions. Cons: * This is a transformation heavy game. There may be people who may not enjoy anthropomorphic transformations. This is an Early Access Game. Hopefully there would be more characters from the earlier games making an appearance.","[""gameplay"", ""story""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29563620,397100,"Made a truck with G.I.T.S laughing man logo on the side, then server crash for some reason, re-enter, everyone is out to kill me... 10/10 would be blame for hacker again XD","[""other""]","[""network_server""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
201925411,2660460,"Simple but with loads of replayability. This game, when finished, will be a cracker!","[""replayability""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202615102,2099110,VERY NICE DETAIL very scary needs more levelsssssss,"[""graphics"", ""gameplay""]","[""content""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203255751,1250760,"One of the best visual novels I've played in a long time. The characters, story, art are all amazing! And its in cantonese, so its perfect for more exposure to a language im learning. The story and the characters are well developed and have great personalities, and i love the art style","[""story"", ""graphics"", ""audio"", ""localization""]",[],"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64708281,950210,"Quick and easy shooter, limited but fun. Turn off the in-game music and play this in the background; You'll thank me later. [URL]","[""gameplay"", ""value""]","[""audio""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202664015,635260,"Me, trying to tandem with someone for the first time: ""Alright, just gotta get close and maintain the angle... nice and smooth..."" The other driver: Immediately disconnects",[],"[""multiplayer"", ""network_server""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
30214444,529670,"The first ""horror"" experience I tried on my Vive. From the moment I started in the room where you choose your locomotion mechanic, I was hooked. I've played it a number of times since, and thoroughly enjoyed the feeling of the hairs on my neck as it unfolds. I'm running it on a G1-1070 and it looks sweet, although the black elements could do with a little work as the HMD has a strange grey output in full black which feels like diving through barely visible soup The only negative is the full locomotion option - it took me time to work out how to avoid simulator sickness, making sure to face forward whenever moving, and also rocking my head slightly from side to side to trick my vestibular system into thinking I am walking - its crude but works, and helped me enjoy this game (and other games with full locom) without suffering any nausea effects. This is a very effective piece of work, and the complimentary demo shows great potential for the full experience.","[""gameplay"", ""graphics""]","[""controls"", ""performance""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
202201391,2689120,"Its such a cool concept, and on one hand, Super fun. On the other, its Insanely frustrating. Its hard to pu t into words, as I feel each person's preferences are going to make a Huge distinction here. For me, the frustrations FAR outweigh the fun I had trying to play this.","[""gameplay""]","[""difficulty_balance"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198854410,3682680,ecco un altro gioco-in quarantena superato-consiglio vivamente. Kroshilovo di alta qualità con musica dinamica,"[""audio"", ""value""]",[],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160335419,2110760,"My Experience I'm often drawn to stealth games, especially when I'm given clear information on what enemies can perceive. Although it's clearly a budget title, the trailer and screenshots for Heist Master led me to believe that it could provide this type of information. And honestly, it does - it's clear when you're in an enemy view cone (the cone turns red), how far the sound travels when you step on a metal floor or shatter glass, and when you're hidden by smoke and can remain safe from enemies or automated turrets. Your thief can dispatch enemies quickly with attacks from behind, and can don costumes that allow him to traverse certain areas without detection (for a limited period of time - these costumes seem to disintegrate after a period of time for some reason). I was generally able to complete the levels quickly, especially when the four-digit passcodes and keys are so clearly visible in the game's isometric perspective. Within each set of levels you can purchase upgrades from time to time to enhance your thief or reduce the effectiveness of enemies or cameras in the levels that remain in the set. I would usually purchase some of these (I didn't know what else to do with my money), but I wouldn't call them necessary for success. Although the game was cheap, I still found myself wanting more cohesive and substantial content from it. I played sets of levels in a variety of locations (the casino that you see in the trailer has nine levels), and it felt as though these levels were randomly pulled from a bag. As I played, both locations and levels seemed to be repeated. After a while, I found myself just trying to unlock all of the characters, since the game provided me with no larger-scale goal. The last character I could unlock was Spider-man, but unlocking him required completing randomized sets of challenges. One of these challenges was using a zipline a certain number of times. It was easy to use ziplines, since your thief is essentially required to use them for basic traversal in various levels. However, the game seemed to be randomly pulling together levels that included no ziplines, so I was unable to complete this challenge. This was the final blow for me in terms of spending more time with the game. Heist Master is generally bug-free and is solid mechanically, but really seems more like a demo than a full game. I'd be interested to see developer SoupInIt Games put together a game using these mechanics that actually has a story or an arc to it.","[""bugs"", ""gameplay"", ""ui_ux""]","[""bugs"", ""content""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
