annotation_id,recommendationid,appid,review_text_clean,voted_up,label,positive_topics,negative_topics,is_valid,invalid_reason,annotation_note,annotation_status,word_count,char_count,votes_up,weighted_vote_score,api_model,api_error,human_verified
229,30205316,391460,"This Game, THIS... game, you can only enjoy it if you spend 12 hours a day playing it and become a pro, if not, like me, and like every other normal person, this game is pure trash, it's full of hackers, they are not afraid to show it, the d-sync is terrible, you can be behind the wall and still get shot, the aiming animations are a disaster, and you cant even hit 60 FpS if you dont have a powerful computer. If you want to become a pro in this game rather than in CsGo or other MUCH better shooter games, then, download this game, i personally don´t recommend this game",False,not_recommended,,"difficulty_balance,multiplayer,network_server,graphics,performance",True,,"고수처럼 오래 해야 즐길 수 있다는 점을 difficulty_balance의 부정으로, 핵과 d-sync 문제를 multiplayer와 network_server의 부정으로, 조준 애니메이션 문제를 graphics의 부정으로, 60 FPS를 못 낸다는 점을 performance의 부정으로 판단함.",completed,112,573,19,0.6092931,gpt-5.4-mini,,True
230,203574301,2830500,"The Order of Giants would have been a nice little bonus if it was free. As someone who loved the base game, the DLC is NOT worth $20. It's pretty short, it doesn't really provide anything new, just more of the existing Act I content basically. Also, the Gibborim puzzle was REALLY bad, like, they need to do a hot fix on that shit. Again, I thought the base game was OUTSTANDING, but the DLC isn't worth it at all.",False,not_recommended,other,"content,gameplay,value",True,,"기본 게임을 매우 좋게 평가했지만, DLC가 짧고 새 내용이 거의 없으며 20달러의 가치가 없다고 한 점과 퍼즐이 매우 나쁘다고 한 점을 각각 content, value, difficulty_balance의 부정 평가로 판단함.",completed,80,414,0,0.5,gpt-5.4-mini,,True
231,54217052,911270,This game increased my logical click much.,True,recommended,,,False,의미가 불명확한 문장으로 게임 요소에 대한 평가를 판단하기 어렵습니다.,문장이 비문에 가까워 구체적인 게임 요소에 대한 긍정·부정 평가를 판별할 수 없음.,completed,7,42,42,0.82898909,gpt-5.4-mini,,True
232,143224389,2403280,"The model is incredibly detailed, I'll give it that. But probably too detailed. The performance in-game is abysmal. Any time you look at the train in Exterior View, you lose around 25fps. If it was better optimized, it'd be a much better value.",False,not_recommended,graphics,"performance,value",True,,"모델이 매우 디테일하다는 점은 graphics의 긍정 평가로, 게임 내 성능 저하와 최적화 부족은 performance의 부정 평가로 판단했으며 가성비가 더 좋았을 것이라는 언급은 value의 부정 평가로 보았습니다.",completed,43,244,3,0.50134045,gpt-5.4-mini,,True
233,157198626,1121430,Why is this necessary just to have PROMOTION LOGOS…,False,not_recommended,,,False,,프로모션 로고를 보기 위해 불필요한 절차가 필요하다는 점을 ui_ux의 부정 평가로 판단함.,completed,9,51,0,0.5,gpt-5.4-mini,,True
234,53635851,602480,Not terrible but got old relatively quickly.,False,not_recommended,,"gameplay,replayability",True,,게임이 금방 질렸다는 표현을 gameplay의 부정 평가와 반복 플레이 흥미가 빨리 떨어졌다는 replayability의 부정 평가로 판단함.,completed,7,44,1,0.45773795,gpt-5.4-mini,,True
235,191556390,734830,"While I thought at first they were trying to implement some form of Hunger Games / Battle Royale - szenario into the Deadfire world, it turns out to be a boring arena throwing waves of enemies at you. There is nothing new or groundbreaking about it, aside from those tedious fights, its a bunch of side quests and a few of those scripted encounters. I wouldnt recommend it at all.",False,not_recommended,,"gameplay,content",True,,"반복되는 지루한 아레나 전투를 gameplay의 부정으로, 새롭거나 획기적인 점이 없고 사이드 퀘스트와 스크립트된 만남만 있다는 점을 content의 부정으로 판단함.",completed,70,380,2,0.54356849,gpt-5.4-mini,,True
236,131281000,2222160,"Interesting locations, beautiful animations and also a very pleasant game to relax after a working day",True,recommended,other,,True,,"흥미로운 장소와 아름다운 애니메이션을 graphics의 긍정으로 볼 수 있지만, 전체적인 휴식용 게임이라는 평가는 구체 요소가 없어 other로 분류함.",completed,16,102,2,0.47686979,gpt-5.4-mini,,True
237,92649580,1591160,This game is so fucking awesome.,True,recommended,other,,True,,게임을 매우 좋다고 강하게 평가하고 있으나 구체적인 요소 언급이 없어 other의 긍정으로 판단함.,completed,6,32,3,0.49014261,gpt-5.4-mini,,True
238,201034935,1783680,I enjoyed how you piece all the characters lives together to discover the story. Its an enjoyable and relaxing game.,True,recommended,"story,gameplay",,True,,"캐릭터들의 삶을 조합해 이야기를 알아가는 점은 story의 긍정 평가로, 즐겁고 편안한 게임이라는 평은 gameplay의 긍정 평가로 판단함.",completed,20,116,0,0.5,gpt-5.4-mini,,True
239,203319103,1963370,"I think they are headed in the right direction but in my opinion, it's not really playable and enjoyable yet. The user interface is clunky as best. The Single Player save game mechanics make ZERO sense. Whatever happened to saving a game, giving it a name, and then hitting save? Current interface doesn't make any sense. Map3, the beta map is SO dark inside buildings, even with the brightness turned all the way up. Melee weapons durability is ABYSMAL. Kill 4 zombies and your steel spear is ready to break. Base building is unnecessarily intricate and quite frankly, you darn near have to be a builder to figure it out. 10 minutes in to a game and they throw bandits at you that are, in my opinion way over powered so it becomes a dying simulator and then because the save game mechanics suck, you are are starting fresh with nothing. I see very little developer work in this but a lot of Unreal magic. Houses and building are not even close to scale. It's well on it's way to being another DayZ clone, which is fine, but I would not recommend paying for it TODAY. Wait a year and check back.",False,not_recommended,other,"ui_ux,graphics,difficulty_balance,gameplay,value",True,,"사용자 인터페이스와 저장 방식의 혼란을 ui_ux, 무기 내구도와 과도한 강적을 difficulty_balance, 너무 어두운 실내와 건물 비례 문제를 graphics, 플레이 가능성과 재미 부족을 gameplay, 현재 가격의 비추천을 value로 판단함.",completed,202,1095,1,0.5,gpt-5.4-mini,,True
240,198056572,716230,this game sucks. Played it for 11 min and I never wanna play again that's for sure,False,not_recommended,,other,True,,게임이 싫다는 전체 부정 평가만 있고 구체적인 요소 언급은 없어 other의 부정으로 판단함.,completed,17,82,0,0.5,gpt-5.4-mini,,True
241,21975127,430240,"Ok here is the first REAL REVIEW: I finished the game on principle alone. The only reviewer who actually finished. I still cannot recommend this game based on certain aspects. First, you will fail. This is a running joke in this game as you are forced to fail at random times. Not my style of hardcore joking? This is built around speed racers, and as I know speed racers, you die a bazillion times before you master the level. This is not my style of game play, but that's what the developers wanted to cater towards. LEVEL 44 and VARIOUS random levels: Beware this game is not like others, no previous clues will help you understand that maps are never mentioned or that guessing (getting lucky) is a skill. No, this is not. It is tedious and forces a failure. If this game was designed so you die, then memorize everything as you die, it's exhausting. This game is not forgiving. Jumping/glitching balls/ cubes etc, somethings will collide in unexpected ways. After finishing the 100 levels, jumping is not very well polished, even though you can learn to master it, if you die five billion times. You will be forced to adapt to the jumping sensitivity that is presented. USE LIGHT PRESSURE. When moving through certain mazes with jump pads, make sure to look down and stay centered on cubes as you tap lightly with a keyboard. This game can be unforgiving later on, which is a speed runner mentality in design. It's not all jumping, there are some good puzzles... and SOME of those puzzles are about 70%+ of the game. Only a small portion is truly tedious... if you can get to it... Also, the steam achievements do not work first try. I'm missing some that should have completed. Still is what it is. Rated 6/10 Price point: $5 would be what it's worth in reality.",False,not_recommended,gameplay,"gameplay,difficulty_balance,controls,bugs,value",True,,"퍼즐과 일부 핵심 플레이는 긍정적으로 언급했지만, 강제 실패와 가혹한 난이도는 difficulty_balance, 점프 민감도와 키보드 조작 언급은 controls, 업적 미작동은 bugs로 판단했으며 가격 대비 가치는 높게 평가함.",completed,318,1768,4,0.58458698,gpt-5.4-mini,,True
242,195665566,2338510,No self voicing. No animations. No sex sfx. No real choices.,False,not_recommended,,"graphics,audio,gameplay",True,,"자기 음성, 애니메이션, 효과음, 선택지 부재를 종합한 전반적 부정 평가로 보아 other의 부정으로 판단함.",completed,11,60,1,0.52380955,gpt-5.4-mini,,True
243,202190751,2778590,"Mid, too much empty space",False,not_recommended,,content,True,,"빈 공간이 많다는 표현은 content의 부족으로 볼 수 있고, 전반적 평가어인 Mid는 other의 부정으로 판단함.",completed,5,25,4,0.43785775,gpt-5.4-mini,,True
244,198352463,3117170,"yepppp it may take a lot of time, for the story so far i like",True,recommended,story,,True,,"스토리가 진행되는 데 시간이 많이 걸리지만, 현재까지의 스토리는 좋다고 직접 평가해 story의 긍정으로 판단함.",completed,15,61,0,0.5,gpt-5.4-mini,,True
245,68868985,904160,"Poor. And overpriced for what it is. The self-proclaimed comparisons to skyrim do it no favours. It's an hour long trek through a standard dungeon setting with nothing much interesting happening. You walk corridors, collect skull collectibles, bash skeletons, jump a few platforms, and that's it. Avoid. EDIT: Just noticed that two of the positive reviewers on this game have only 2 reviews on steam - and their other review is for the other game by this developer. Read into that what you will.",False,not_recommended,,"value,content,gameplay",True,,"가격 대비 과하다고 한 점은 value, 한 시간짜리 단조로운 던전과 볼거리가 부족하다는 점은 content와 gameplay의 부정 평가로 판단함.",completed,84,495,4,0.52652133,gpt-5.4-mini,,True
246,203191132,3380950,"DISCOPUP is a delightful little 5-hour adventure that's creepy, cute, and funny all at the same time. It's absurdist humor mixed with it's intriguing setting and themes make this well worth the price, or at least I think so. It's criminally underrated and had me on the edge of my seat up through the end. If you enjoy games like Jazzpunk, QT, or Here Comes Niko!, I think you'll love this game. Go in blind and have a wonderful time!",True,recommended,"story,value",,True,,"흥미로운 설정과 테마, 끝까지 몰입하게 하는 전개를 story의 긍정으로, 가격 대비 충분히 가치 있다는 표현을 value의 긍정으로 판단함.",completed,80,434,1,0.5,gpt-5.4-mini,,True
247,68136058,378461,LOTUS have bad engine 20-25 fps without traffik in powerful PC - not nice Developers are interested only in money.,False,not_recommended,,"performance,monetization",True,,"강력한 PC에서도 20~25fps라고 한 부분은 performance의 부정 평가로, 개발자가 돈에만 관심 있다는 부분은 monetization의 부정 평가로 판단함.",completed,20,114,9,0.56136465,gpt-5.4-mini,,True
248,70402440,1230275,"bought this when it first came out . To be fair the model itself is very good , the cab has had a good upgrade and looks good. But it is a big letdown the sounds are awful and wrong ,the physics are shot ,accelerates way to fast .the could have upgraded the gwr class 43 as well but havent . all in all it seems rushed . i think if dtg really had put more effort into this release it could have been great.",False,not_recommended,graphics,"audio,gameplay,content",True,,"모델과 객실 외형은 graphics의 긍정 평가로, 소리가 틀리고 물리가 나쁘며 가속이 너무 빠르다는 점은 audio와 gameplay의 부정 평가로 판단했고, 추가 업그레이드가 없고 전체적으로 성급해 보인다는 평가는 content와 other로 분류함.",completed,85,406,5,0.50588238,gpt-5.4-mini,,True
249,148472180,2108760,"At 90% off of 99.99$, I got this game for 9.99 thinking it might be a fun little relaxing puzzle game. After 7 mins of game time 3 of that was trying to see if I missed the 2nd level or something but I guess it's just the one. A big pass unless it ever becomes 99% off then maybe for a few mins of ""relaxing"" clicking ""fun"".",False,not_recommended,,"content,gameplay,value",True,,"90% 할인으로 9.99달러에 샀다는 점은 value의 긍정 평가지만, 2번째 레벨이 없을 정도로 콘텐츠가 적고 짧은 클릭 중심 플레이가 재미없다고 해서 content와 gameplay의 부정 평가로 판단함.",completed,68,324,2,0.53929538,gpt-5.4-mini,,True
250,142773138,1734470,Dum dum dum dum 100%,True,recommended,,,False,게임 평가로 해석할 수 있는 의미 있는 내용이 없습니다.,게임에 대한 평가가 아니라 의미 없는 반복어와 숫자만 있어 유효한 리뷰로 보기 어려움.,completed,5,20,0,0.43647856,gpt-5.4-mini,,True
251,135349622,2202028,"I am halfway through the career scenarios and I must say I am really enjoying the route. The route is beautiful with a great mix of cities, small towns, and rural areas. There are several large yards for switching. There are 98 miles of mainline for long distance runs. There are passenger stations throughout the route, even on some of the branch lines. There are several unique assets, and most have winterization applied. There is a lot of rolling stock, including boxcars, hoppers, flatcars, tankers, and gondolas for hauling a variety of different freight. Many of these come in multiple liveries, including NYC, NH, PRR, and BA. There are passenger coaches and baggage cars in NYC and NH liveries. There are plenty of duties for each of the four locomotives that are provided with the route. According to many reviews, the RS3 is completely broken because it has a headlight issue where both the front and rear headlights are always on. While I have noticed this issue as well, it isn’t a major deal and will likely get fixed relatively soon. The locomotive appearances aren’t amazing but not bad either. These aren’t Searchlight Simulations quality, but they aren’t advertised as such either. For the most part, the physics and breaking systems run as I'd expect. I cannot comment on the sounds. I don’t know exactly what these locomotives should sound like. So that all being said - yes, I most definitely recommend this route.",True,recommended,"content,gameplay,graphics",bugs,True,,"경로의 지형·노선·차량과 임무가 풍부하다는 점을 content와 gameplay의 긍정으로, RS3 헤드라이트 문제를 bugs의 부정으로 판단함.",completed,244,1435,4,0.54545456,gpt-5.4-mini,,True
252,78766902,451690,Wanted to give devs a few bucks for this game. Premium removes adds and gives you a steam achievement.,True,recommended,monetization,,True,,프리미엄이 광고 제거와 스팀 도전과제를 제공한다고 해서 가치와 과금 구조를 긍정적으로 평가함.,completed,19,102,3,0.53564733,gpt-5.4-mini,,True
253,190507090,2243260,"Pretty decent board game! Fairly simple mechanics that let you have some strategy but also allows for some RNG stuff that can give you a boost. The biggest problem I had with this game was the translation was pretty broken English but I also understand that this is a super small Japanese developer who probably didn't have a lot of money for that to happen professionally. The English is still something that you can parse, it just takes a tad bit of effort sometimes. Still, minor quibble. There is something neat with this game and this dev deserved to finally have a positive review on Steam after a couple years without a single one. I like your game. Thank you.",True,recommended,gameplay,localization,True,,"간단한 전략성과 RNG 요소를 게임플레이의 긍정으로, 번역이 어색한 점을 localization의 부정으로 판단함.",completed,120,667,2,0.54356849,gpt-5.4-mini,,True
254,100806054,1718660,"Shinobi Shift is a first-person game with cyberpunk-style graphics and interesting levels, well done here",True,recommended,"graphics,content",,True,,"cyberpunk 스타일 그래픽은 graphics의 긍정 평가로, 흥미로운 레벨은 content의 긍정 평가로 판단함.",completed,15,105,0,0.5,gpt-5.4-mini,,True
255,201351344,35130,This game rules! It's really fun and fast and feels like an arcade game. I hope to discover that there are others like it!,True,recommended,gameplay,,True,,재미있고 빠르며 아케이드 같은 느낌이라는 표현을 gameplay의 긍정 평가로 판단함.,completed,24,122,0,0.5,gpt-5.4-mini,,True
256,191397380,2960540,"So far, I’m only playing on Beginner difficulty – the others feel a bit too challenging for me (for now). It’s a pity that multiplayer isn’t active at the moment, but I’m sure the game will be even better once it’s back! The maze-like sections and puzzles are a refreshing addition and really keep things interesting. Honestly, this might be the first platformer I actually finish 😄 Also, the price feels fair – I think it’s definitely worth it. 👍",True,recommended,"gameplay,content,value",multiplayer,True,,"미로형 구간과 퍼즐을 gameplay로, 멀티플레이 비활성 상태를 multiplayer로, 공정한 가격을 value로, 다른 난이도가 너무 어렵다는 부분을 difficulty_balance로 판단함.",completed,80,447,0,0.5,gpt-5.4-mini,,True
257,48749579,849070,"I like the game but i am stuck, can not find the signet ring?",True,recommended,other,gameplay,True,,"게임을 좋아한다고 한 점은 긍정으로, 반지를 찾지 못해 진행이 막혔다는 점은 게임플레이 문제로 판단함.",completed,14,61,4,0.52510542,gpt-5.4-mini,,True
258,201843786,3454650,"Wonderful game! If you like Old School Runescape then this is a game for you! Plenty to grind and friends to be made. The thing i like most about this game is that all levels are important, so if join late or not able to play all the time. The game still makes you feel important and has meaning progression.",True,recommended,"gameplay,multiplayer,content,replayability",,True,,"그라인드와 의미 있는 진행을 gameplay와 content의 긍정으로, 친구를 사귀기 좋다는 점을 multiplayer의 긍정으로, 늦게 시작해도 중요하게 느껴진다는 점을 replayability의 긍정으로 판단함.",completed,60,308,1,0.4954268,gpt-5.4-mini,,True
259,201756955,439340,Cute idea but it feels janky and unfinished.,False,not_recommended,,other,True,,게임이 janky하고 unfinished하다고 한 전반적 부정 평가를 other의 부정으로 판단함.,completed,8,44,0,0.5,gpt-5.4-mini,,True
260,32459169,277765,"Really nice EMU set! Great sounds, changable headboard, Really nice passanger and cab view, and really fun to drive! I would 100% reccomend this amazing peice! The only issue i have is that the windows wont open but thats reall about it.",True,recommended,"audio,graphics,gameplay",bugs,True,,"좋은 음향과 운전의 재미, 승객/기관실 시점의 시각적 요소를 긍정적으로 평가했고 창문이 열리지 않는 문제를 bugs로 판단함.",completed,42,237,2,0.54732507,gpt-5.4-mini,,True
261,203251768,1345820,Fun even playing with keyboard.,True,recommended,"gameplay,controls",,True,,키보드로도 재미있다고 한 점은 gameplay와 controls의 긍정 평가로 판단함.,completed,5,31,0,0.5,gpt-5.4-mini,,True
262,67589419,1245670,"A really fun choose your own adventure game with a lot of choice for anyone wanting to play a morally interesting character. I loved the relationships you could build. The only thing I didn't like was the statblock as it was a bit confusing. I recomend this game to anyone wanting a magical based lgbt friendly school game, it's hella good.",True,recommended,"gameplay,story,content",ui_ux,True,,"선택지가 많은 어드벤처와 관계 형성, 캐릭터·서사, 다양한 설정을 긍정으로 봤고, 스탯블록이 다소 혼란스럽다는 점은 ui_ux의 부정으로 판단함.",completed,61,340,5,0.55045104,gpt-5.4-mini,,True
263,155370854,2555440,"Mythical city is a very standard auto-RTS style game. You have a deck of cards that starts very simple, and every time you gain a level you can add new cards to your deck or upgrade your current ones. A genre that I mostly enjoy, the problems I have are the following: 1) The game does absolutely nothing new or exciting in any way, just the most basic forms of the genre 2) The UI is questionable at best, so you are often forced to guess at what potential upgrades might do 3) The resources you use to play cards accumulates so fast that you are just always playing all of your cards all the time, as fast as you can, which removes a lot of the strategy and also means: 4) you are trying to play your ""cards"" so fast that there is never any time to observe what is happening. If I got to a later level and lost I would have no idea why, because I am spending all my attention trying to play cards faster 5) the game starts at you summoning 1-2 units/second and scales up quickly from there, so your outbound army is just an oozing mass of units that occupies the entire screen Overall not *bad* per se, perhaps a 4 or 5 out of 10, but there is absolutely nothing I see that is actively positive",False,not_recommended,,"gameplay,ui_ux",True,,"기본적이고 새롭지 않은 진행 방식과 전략성이 사라지는 플레이를 gameplay의 부정으로, 업그레이드 정보를 추측해야 하는 불편한 UI를 ui_ux의 부정으로 판단함.",completed,234,1196,0,0.5,gpt-5.4-mini,,True
264,203464205,3093050,"A very nice, very stylish, creative roguelite bullet-heaven game. The game isn't super long, took me about 6 hours to finish, would probably take about 30 more minutes for 100% of the achievements. The game has full controller support and nice accessibility options for modulating difficulty, not to mention the ability to pick your difficulty less directly within runs as well. The art is great (gives me Cowboy Bebop vibes, can't quite put my finger on why), the music is great, the story (surprised me that there was any!) is basic but touching, the gameplay is somewhat innovative (mixing Necrodancer-style rhythm-combat mechanics with Vampire Survivors-like top-down bullet-heaven combat) and is pretty fun, although it gets a little bit repetitive by the end. I hope there is a bit more exploration of unsteady rhythms if the devs ever make a next entry, there is a lot of leniency in getting 'perfect's here and after a while the consistent rhythm gets pretty second-nature, so it might be nice to see that shaken up. The game lacks polish, but not in any way that truly breaks the experience. It's mostly observed in some unintended behaviours¹, incorrect tooltips, etc. The main thing that diminishes the experience in my opinion is the lack of visual clarity on some levels and with some builds (looking at you, 'Chain projectiles'). I also think it would benefit from some more clarity on how its basic mechanics work (tagging weapons with their damage types, an option to show values in skill descriptions, etc.), the 15 tips on pause help but don't really explain everything (although with how short the experience is and with how not-that-difficult even the later stages are, you won't play for long enough for this lack of knowledge to sour your experience like it probably would in a 100+ hour game). Ah, also, for whatever reason, achievements aren't working at all for me (they don't even show up on the game's page in my library), although that might be Steam's fault. Overall, I'd recommend the game, and also wish the best for the devs in their future endeavours! ¹ = Restarting a run will start you with a random character, including ones that you have not unlocked yet (including the secret 13th, happened on my first death lol). Sometimes the solo that gets activated seems to be random if you have 3 instruments and all have full meter. Using a solo sometimes allows enemies to fire projectiles after all the existing projectiles are cleared, meaning you can get locked into getting hit since you can't move during the solo animation (died to that once :'D). You can actually move during the solo animation, as well as the post-battle ""Kill the music"" transition, if you were ending a dodge while entering those states. On controller, pausing on the item upgrade screen will pick whatever upgrade you were hovering when the game is unpaused.",True,recommended,"gameplay,graphics,audio,story,controls,accessibility","gameplay,ui_ux,bugs",True,,"독창적이고 재미있는 gameplay, 뛰어난 그래픽·음악·스토리, 패드 지원과 접근성 옵션은 긍정으로, 반복성·시각적 명확성 부족·잘못된 툴팁과 업적 오작동은 부정으로 판단함.",completed,486,2866,0,0.5,gpt-5.4-mini,,True
265,190391510,3113510,"Skidoodle is a single-player arcade game about a small forest gnome mage who protects the forest from evil creatures with the help of magic spells, restoring harmony and balance in nature. Key features: Addictive single-player mode: Take part in exciting single-player missions with a variety of enemies and challenging levels. Rich arsenal of spells: Master a wide range of magic spells to strategically defeat various opponents. Charming protagonist: Step into the shoes of a cute gnome mage dedicated to protecting the forest. Charming visuals and sound: Enjoy a beautifully crafted world with stunning graphics and a charming soundtrack. Dynamic natural balance: Restore harmony by managing enemy populations and restoring balance to the magical forest.",True,recommended,"graphics,audio,content,gameplay",,True,,"아름다운 그래픽과 매력적인 사운드트랙을 graphics와 audio의 긍정 평가로, 다양한 적과 도전적인 싱글플레이 미션 및 다양한 주문을 content와 gameplay의 긍정 평가로 판단함.",completed,114,757,0,0.5,gpt-5.4-mini,,True
266,202208367,1466060,"The best of the game is getting eternally trapped in the Harpist's Tomb. Daytime, nighttime, didn't matter. When I would load a previous save, the game crashed so hard it rebooted my machine any time I'd load it. Loved the first area, loved the second area, but all the running back and forth to fast travel points and bugs like this kill it for me.",False,not_recommended,content,"bugs,gameplay",True,,"첫 두 지역을 좋아했다고 한 점은 content의 긍정 평가로, 저장 불러오기 시 충돌과 재부팅은 bugs의 부정 평가로, 빠른 이동 지점 사이를 계속 오가는 반복성은 gameplay의 부정 평가로 판단함.",completed,65,349,1,0.52755904,gpt-5.4-mini,,True
267,54638976,819510,"PROS: - Very complex language with many features - expandable with C++ code and DLLs CONS: - Documentation varies from good to not followable and plain incorrect - Examples in the IDE don't even know how to use the poorly documented functions, errors on import - Tiny community, hard to get questions answered - IDE is extremely basic, notepad++ has things over this - Language follows the old BASIC formatting and style to the letter, making it feel very dated Summary: This for me was not worth $50, I would not pay over $20 for this unfortunately. I like older style programming (I write in everything from COBOL to HTML to Java at work) but for how feature rich this language is the documentation really killed it for me. The IDE was another pain point missing many nice keyboard shortcuts and formatting help. I refunded this but maybe might pick it up again if I see changes. I think GLBasic could take some real pointers from AGK on it's documentation (AGK has glorious documentation) and compared to AGK the only thing this has is inline C++ over it (to which I have no idea how far that support goes since this is not a OO language, nor do I think it supports threads which is a big part of C++). Because of this I do not recommend this software :(",False,not_recommended,content,"ui_ux,value,bugs",True,,"기능이 많고 C++ 코드/DLL 확장 가능하다는 점은 content와 other의 긍정으로, 문서의 부정확함과 IDE의 기본적인 구성은 ui_ux, 가격 대비 불만은 value, 질문을 답하기 어려운 작은 커뮤니티는 network_server가 아닌 other가 아니라 별도 토픽이 없어 제외, 오래된 BASIC 스타일은 localization이 아닌 내용상 기타로 보며 부정 평가로 판단함.",completed,230,1257,11,0.57797962,gpt-5.4-mini,,True
268,201785758,1522960,"A neat little liminal game/walking simulator. Except for other liminal games such as POOLS, this most reminds me of LSD: Dream Emulator for the PSOne (grab and play that too if you can find it!). PROS: Great atmosphere, runs very well on Steam Deck despite not being verified, tight controls. CONS: Too expensive for the content on offer, a little janky in places.",True,recommended,"graphics,performance,controls","value,bugs,content",True,,"분위기와 Steam Deck에서의 원활한 구동, 조작감을 긍정으로 보고, 비싼 가격 대비 콘텐츠 부족은 value, 군데군데의 jank는 bugs로 판단함.",completed,63,364,1,0.50704223,gpt-5.4-mini,,True
269,26044130,379551,"i see no difference on my fsx?! maybe few mountains got updated in america (which is not whole world!!!!!!), but mountain above my home city in europe is exactly the same as default... i got cheated! and i know steam wont return my money...",False,not_recommended,,"value,content",True,,업데이트 범위가 제한적이고 기대한 변화가 없었다는 불만과 돈을 속았다는 표현을 근거로 content와 value의 부정 평가로 판단함.,completed,44,240,15,0.49351624,gpt-5.4-mini,,True
270,95963788,1655010,"It runs terribly and looks awful. For a solo development, it is pretty cool but as a game that I paid $$ for, it is a failure. Take this over to itch.io for some help and feedback. [URL]",False,not_recommended,,"performance,graphics,value",True,,"실행이 매우 나쁘다는 표현은 performance, 외형이 awful하다는 표현은 graphics, 가격 대비 실패라고 한 부분은 value의 부정 평가로 판단함.",completed,38,186,7,0.5925194,gpt-5.4-mini,,True
271,202082512,1528260,"Game is really good i give it an AdventNEON thumbs up! It was really fun dashing around as fast as I could, and the boss fights really made me feel like I was in a flash Sonic animation. Sound track is also good, aside from maybe one or two tracks. Didn't really get to listen too much of it in the game because I was too busy trying to dash as fast as I could. A few minor negatives though. Nothing too crazy that spoil the game for me, though It would be nice to have them fixed or ironed out in a potential sequel. -The story itself is alright, nothing too crazy. The game is mostly focused on being, you know, a game. -Sprite are did feel a bit inconsistent, especially when some were drawn at a perspective instead of flat. -There are a couple moments that break the immersion of the game. (Characters moving stiffly on a set path, bullets being shot not lining up with the barrel, sound effect when kicking up specifically stopped playing sometimes, stuff like that.) -Some parts can feel a bit jack to play. I can't remember what specifically, but there were some minor annoyances. (I'm looking at you, gears that I get stuck in during the time stop segments.) -Would've like some of the mechanics to be explained or introduced better as most of the time you are just thrown into them. I was able to catch of pretty easily, but sometimes it took a bit to understand them. -The game is TOO SHORT I WANT TO RUN AROUND MORE. All in all, extremely impressive for a solo dev. I hope we get to see Neon more in the future. Kachow. Also I remember there being some sort of fanart thing where fanart was going to be put in the game unless I'm misremembering things. If it is I would like to redraw mine it's been 4 years. Thanks.",True,recommended,"gameplay,audio,story,graphics","graphics,audio,gameplay,ui_ux,content",True,,"대시와 보스전이 재미있다는 점은 gameplay, 사운드트랙은 audio의 긍정으로, 스토리와 스프라이트 불균형은 각각 story와 graphics의 평가로, 설명 부족과 짧은 분량은 ui_ux와 content의 부정으로 판단함.",completed,327,1728,1,0.5,gpt-5.4-mini,,True
272,101602043,1761530,"The story, in my opinion, is too simple, but the gameplay makes a good impression. For such a small price, I recommend it.",True,recommended,"gameplay,value",story,True,,"스토리가 너무 단순하다는 점은 story의 부정 평가로, 게임플레이가 좋고 가격이 저렴해 추천한다는 점은 gameplay와 value의 긍정 평가로 판단함.",completed,23,122,0,0.5,gpt-5.4-mini,,True
273,143192400,2448810,Camera angle resets every time. Default camera angles are horrible and there isnt any indicator how hard you hit the ball last time. Music is annoying and the game has nothing to give without it.,False,not_recommended,,"controls,audio,ui_ux",True,,"카메라 각도 초기화 문제를 controls로, 카메라 각도 기본값과 타격 세기 표시 부재를 ui_ux로, 음악이 거슬린다는 평을 audio의 부정 평가로 판단함.",completed,35,195,0,0.5,gpt-5.4-mini,,True
274,103198150,1566220,DO NOT BUY ITS ABBDONED WARE DEV IS A ASS FOR THIS,False,not_recommended,,updates_support,True,,"게임이 방치되었다는 점은 updates_support의 부정 평가로, 전반적 욕설성 비난은 other로 판단함.",completed,12,50,0,0.5,gpt-5.4-mini,,True
275,202302973,1330190,1.0 means a finished product. This is NOT a finished product.,False,not_recommended,,other,True,,‘finished product’가 아니라고 직접 말해 전체적으로 미완성임을 부정 평가한 것으로 판단함.,completed,11,61,6,0.51929224,gpt-5.4-mini,,True
276,196615689,2874120,"After a long and arduous time of hearing what sounded like my fire detector had no battery I stumble into a win on the subway. I hated the sound design. Do better, be better.",False,not_recommended,,audio,True,,소리 디자인이 싫다고 직접 언급해 audio의 부정 평가로 판단함.,completed,34,174,2,0.54196024,gpt-5.4-mini,,True
277,202491100,3921530,fuck this night gym game .,False,not_recommended,,other,True,,게임에 대한 강한 비난 표현만 있고 구체적인 요소는 드러나지 않아 other의 부정으로 판단함.,completed,6,26,1,0.52173913,gpt-5.4-mini,,True
278,44741544,929680,"It was fine, but they could have done so much with it. We finished the scenario with a ""its nice, but nothing special"" feeling.",True,recommended,other,,True,,전반적으로 무난하지만 특별하지 않다는 전체 평가만 있어 구체적인 게임 요소 토픽은 선택하지 않음.,completed,24,127,5,0.59461868,gpt-5.4-mini,,True
279,28959138,498760,It's atmospheric music like this that completes a game. Something that is often absent these days. Kochetkov's talent will be missed.,True,recommended,audio,,True,,분위기를 완성하는 음악과 Kochetkov의 재능을 언급해 audio의 긍정 평가로 판단함.,completed,21,133,4,0.5078575,gpt-5.4-mini,,True
